x	kde	cdf
-4	0.0001220703125	0.0000070002579370019515
-3.99	0.0001220703125	0.000008220961062001925
-3.98	0.0001220703125	0.000009441664187001954
-3.97	0.000244140625	0.000010849628363242356
-3.96	0.000244140625	0.000013291034613242413
-3.95	0.000244140625	0.00001573244086324236
-3.94	0.000244140625	0.000018173847113242417
-3.93	0.000244140625	0.000020615253363242365
-3.92	0.000244140625	0.00002305665961324242
-3.91	0.0003662109375	0.00002572866334645262
-3.9	0.0003662109375	0.000029390772721452703
-3.89	0.0003662109375	0.000033052882096452625
-3.88	0.0003662109375	0.00003671499147145271
-3.87	0.0003662109375	0.00004037710084645263
-3.86	0.0003662109375	0.000044039210221452716
-3.85	0.0003662109375	0.00004770131959645264
-3.84	0.00048828125	0.00005159781072079948
-3.83	0.00048828125	0.00005648062322079938
-3.82	0.00048828125	0.00006136343572079949
-3.81	0.00048828125	0.00006624624822079939
-3.8	0.00048828125	0.0000711290607207995
-3.79	0.00048828125	0.0000760118732207994
-3.78	0.00048828125	0.00008089468572079951
-3.77	0.00048828125	0.0000857774982207994
-3.76	0.00048828125	0.00009066031072079952
-3.75	0.00048828125	0.00009554312322079941
-3.74	0.0006103515625	0.00010143167108537837
-3.73	0.0006103515625	0.00010753518671037851
-3.72	0.0006103515625	0.00011363870233537838
-3.71	0.0006103515625	0.00011974221796037853
-3.7	0.0006103515625	0.0001258457335853784
-3.69	0.0006103515625	0.00013194924921037854
-3.68	0.0006103515625	0.0001380527648353784
-3.67	0.0006103515625	0.00014415628046037855
-3.66	0.0006103515625	0.00015025979608537842
-3.65	0.0006103515625	0.00015636331171037856
-3.64	0.0006103515625	0.00016246682733537843
-3.63	0.000732421875	0.0001686295173190189
-3.62	0.000732421875	0.00017595373606901874
-3.61	0.000732421875	0.0001832779548190189
-3.6	0.000732421875	0.00019060217356901875
-3.59	0.000732421875	0.00019792639231901892
-3.58	0.000732421875	0.00020525061106901877
-3.57	0.0008544921875	0.00021352428142929972
-3.56	0.0008544921875	0.00022206920330429953
-3.55	0.0008544921875	0.00023061412517929973
-3.54	0.0008544921875	0.00023915904705429955
-3.53	0.0008544921875	0.00024770396892929975
-3.52	0.0009765625	0.00025709853815528724
-3.51	0.0009765625	0.00026686416315528747
-3.5	0.0010986328125	0.00027663561082912763
-3.49	0.0010986328125	0.0002876219389541274
-3.48	0.0010986328125	0.00029860826707912765
-3.47	0.0013427734375	0.0003117506994194635
-3.46	0.0013427734375	0.0003251784337944638
-3.45	0.0013427734375	0.0003386061681694635
-3.44	0.0013427734375	0.00035203390254446383
-3.43	0.0013427734375	0.00036546163691946354
-3.42	0.0013427734375	0.00037888937129446385
-3.41	0.00146484375	0.00039244605651195724
-3.4	0.0015869140625	0.0004079277656881975
-3.39	0.0018310546875	0.00042447022268259787
-3.38	0.0018310546875	0.0004427807695575983
-3.37	0.0018310546875	0.0004610913164325979
-3.36	0.001953125	0.0004794687304944124
-3.35	0.001953125	0.000498999980494412
-3.34	0.001953125	0.0005185312304944124
-3.33	0.001953125	0.000538062480494412
-3.32	0.001953125	0.0005575937304944125
-3.31	0.001953125	0.000577124980494412
-3.3	0.001953125	0.0005966562304944125
-3.29	0.001953125	0.0006161874804944121
-3.28	0.001953125	0.0006357187304944125
-3.27	0.001953125	0.0006552499804944121
-3.26	0.0023193359375	0.0006763699949675715
-3.25	0.0023193359375	0.0006995633543425707
-3.24	0.0023193359375	0.0007227567137175703
-3.23	0.0023193359375	0.0007459500730925711
-3.22	0.0023193359375	0.0007691434324675706
-3.21	0.0025634765625	0.0007929724746770807
-3.2	0.002685546875	0.0008191510486193997
-3.19	0.002685546875	0.0008460065173694002
-3.18	0.0028076171875	0.0008739050496767323
-3.17	0.0030517578125	0.0009031112668289819
-3.16	0.003173828125	0.0009340982011183524
-3.15	0.00341796875	0.0009665881191107894
-3.14	0.0035400390625	0.0010009990682312163
-3.13	0.003662109375	0.0010373972517549851
-3.12	0.0037841796875	0.0010749753980218062
-3.11	0.00390625	0.0011138863292071686
-3.1	0.00390625	0.0011529488292071678
-3.09	0.0042724609375	0.0011931486768602376
-3.08	0.0045166015625	0.0012366140262603641
-3.07	0.0048828125	0.0012835617453786426
-3.06	0.0050048828125	0.0013328386393217954
-3.05	0.0048828125	0.0013819907251347945
-3.04	0.005126953125	0.0014327427002600104
-3.03	0.005126953125	0.0014840122315100122
-3.02	0.0052490234375	0.0015353560777900358
-3.01	0.00537109375	0.001588018477883453
-3	0.0054931640625	0.0016424370420637887
-2.99	0.005615234375	0.0016980257383681788
-2.98	0.0057373046875	0.0017546164531967103
-2.97	0.005615234375	0.0018118022390204683
-2.96	0.0059814453125	0.0018708737050155096
-2.95	0.006103515625	0.001930878836807945
-2.94	0.00634765625	0.0019927718815800416
-2.93	0.006591796875	0.00205732550994465
-2.92	0.006591796875	0.002123243478694651
-2.91	0.006591796875	0.0021892718688795447
-2.9	0.0069580078125	0.0022565719660597346
-2.89	0.0072021484375	0.002327590376923365
-2.88	0.007568359375	0.0024017537483030705
-2.87	0.0076904296875	0.002477962174832841
-2.86	0.0078125	0.0025551367367858753
-2.85	0.0078125	0.0026332617367858754
-2.84	0.0081787109375	0.002714239986349494
-2.83	0.00830078125	0.0027968777093162426
-2.82	0.00830078125	0.002879885521816243
-2.81	0.008544921875	0.002964452259181612
-2.8	0.008544921875	0.0030499014779316134
-2.79	0.0089111328125	0.0031367698679260307
-2.78	0.00927734375	0.003227890392072303
-2.77	0.009521484375	0.0033222833097251332
-2.76	0.0098876953125	0.0034192358299396913
