x	kde	cdf
-4	0	0
-3.99	0	0
-3.98	0	0
-3.97	0	0
-3.96	0	0
-3.95	0	0
-3.94	0	0
-3.93	0	0
-3.92	0	0
-3.91	0	0
-3.9	0	0
-3.89	0	0
-3.88	0	0
-3.87	0	0
-3.86	0	0
-3.85	0	0
-3.84	0	0
-3.83	0	0
-3.82	0	0
-3.81	0	0
-3.8	0.000244140625	0.0000017934846240039463
-3.79	0.000244140625	0.000004234890874003894
-3.78	0.000244140625	0.000006676297124003951
-3.77	0.000244140625	0.000009117703374003899
-3.76	0.000244140625	0.000011559109624003955
-3.75	0.000244140625	0.000014000515874003903
-3.74	0.000244140625	0.00001644192212400385
-3.73	0.000244140625	0.000018883328374003907
-3.72	0.00048828125	0.000021699256726484713
-3.71	0.00048828125	0.000026582069226484826
-3.7	0.00048828125	0.00003146488172648472
-3.69	0.00048828125	0.000036347694226484834
-3.68	0.00048828125	0.00004123050672648473
-3.67	0.00048828125	0.00004611331922648484
-3.66	0.000732421875	0.00005145732669290524
-3.65	0.000732421875	0.000058781545442905406
-3.64	0.000732421875	0.00006610576419290525
-3.63	0.000732421875	0.00007342998294290542
-3.62	0.000732421875	0.00008075420169290526
-3.61	0.000732421875	0.00008807842044290543
-3.6	0.000732421875	0.00009540263919290528
-3.59	0.0009765625	0.00010319562144159896
-3.58	0.0009765625	0.00011296124644159875
-3.57	0.0009765625	0.00012272687144159898
-3.56	0.0009765625	0.00013249249644159877
-3.55	0.0009765625	0.000142258121441599
-3.54	0.0009765625	0.0001520237464415988
-3.53	0.0009765625	0.00016178937144159901
-3.52	0.0009765625	0.0001715549964415988
-3.51	0.0009765625	0.00018132062144159903
-3.5	0.0009765625	0.00019108624644159882
-3.49	0.001220703125	0.00020286334217075675
-3.48	0.001220703125	0.00021507037342075703
-3.47	0.001220703125	0.00022727740467075677
-3.46	0.001220703125	0.00023948443592075705
-3.45	0.001220703125	0.0002516914671707568
-3.44	0.001220703125	0.00026389849842075707
-3.43	0.001220703125	0.0002761055296707568
-3.42	0.001220703125	0.0002883125609207571
-3.41	0.001220703125	0.00030051959217075683
-3.4	0.001220703125	0.0003127266234207571
-3.39	0.001220703125	0.00032493365467075686
-3.38	0.00146484375	0.0003372590346380378
-3.37	0.00146484375	0.0003519074721380375
-3.36	0.00146484375	0.0003665559096380378
-3.35	0.00146484375	0.0003812043471380375
-3.34	0.00146484375	0.00039585278463803784
-3.33	0.00146484375	0.00041050122213803753
-3.32	0.001708984375	0.00042704856285859943
-3.31	0.001708984375	0.00044413840660859907
-3.3	0.00146484375	0.0004594347657345955
-3.29	0.00146484375	0.0004740832032345952
-3.28	0.00146484375	0.0004887316407345955
-3.27	0.001708984375	0.0005050793729365706
-3.26	0.001708984375	0.000522169216686571
-3.25	0.001953125	0.0005392707057842514
-3.24	0.001953125	0.0005588019557842509
-3.23	0.001953125	0.0005783332057842514
-3.22	0.002197265625	0.0006018021421124423
-3.21	0.002197265625	0.0006237747983624428
-3.2	0.002197265625	0.0006457474546124423
-3.19	0.002197265625	0.0006677201108624428
-3.18	0.002197265625	0.0006896927671124424
-3.17	0.002197265625	0.0007116654233624429
-3.16	0.002197265625	0.0007334347863310092
-3.15	0.00244140625	0.0007570739859334896
-3.14	0.0029296875	0.0007828346811722905
-3.13	0.0029296875	0.0008121315561722912
-3.12	0.0029296875	0.0008414284311722905
-3.11	0.003173828125	0.0008708590405459194
-3.1	0.003173828125	0.0009025973217959187
-3.09	0.0029296875	0.0009338668395472259
-3.08	0.0029296875	0.0009631637145472253
-3.07	0.0029296875	0.0009924605895472258
-3.06	0.0029296875	0.0010217574645472252
-3.05	0.0029296875	0.0010510543395472259
-3.04	0.0029296875	0.0010803512145472253
-3.03	0.0029296875	0.001109648089547226
-3.02	0.0029296875	0.0011389449645472253
-3.01	0.003662109375	0.0011714193684935438
-3	0.003662109375	0.001208040462243543
